商品コード,仕様コード,内容
14906,0,牛革 ナイロン
14906,11,約0.6kg
14906,33,ファスナー式ポケット1
14906,34,ファスナー式ポケット1 ポケット2
14906,4,保証書 保存袋
14906,48,14/10/DS
14906,6,イタリア
14906,9,幅×高さ×マチ：39×25×12cm
14907,0,牛革
14907,34,札入れ2 コインケース1 カード入れ12
14907,4,布袋 保証書
14907,48,125/SA
14907,6,イタリア
14907,9,縦×横×マチ：20×11×2cm
14908,0,牛革
14908,34,ポケット2
14908,4,保証書 保存袋
14908,48,450/SA
14908,6,イタリア
14908,9,幅×高さ×マチ：10.5×7×2
14910,0,牛革
14910,12,ID入れ1 カード入れ1
14910,4,保証書 保存袋
14910,48,862/1/SA
14910,6,イタリア
14910,9,縦×横：7×10.5cm<br />ストラップの長さ：46cm
14911,0,牛革
14911,11,約0.9kg
14911,33,ボタン式ポケット
14911,34,ファスナー式ポケット1 ポケット2
14911,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
14911,48,02-04000
14911,6,日本
14911,9,幅×高さ×マチ：33.5×15.5×11cm
14913,0,牛革
14913,11,約1kg
14913,33,ファスナー式ポケット2 ボタン式ポケット1
14913,34,ポケット2
14913,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
14913,48,02-01005
14913,6,日本
14913,9,幅×高さ×マチ：39×28×7.5cm
14914,0,ゴート革　オレンジのみ牛革
14914,11,約0.3kg
14914,34,ポケット3
14914,48,GAN3403
14914,6,中国
14914,9,幅×高さ×マチ：約26×32.5×6cm
14915,0,牛革
14915,11,約0.7kg
14915,33,ファスナー式ポケット1 ポケット2
14915,34,ポケット2
14915,4,キーリング 保存袋(予告なく仕様が変わる場合がございます)
14915,48,01-02007
14915,6,日本
14915,9,幅×高さ×マチ：41.5×37×15cm
14916,0,スターリングシルバー マザーオブパール
14916,48,TAD4
14916,6,英国
14916,9,約1.5×2.2cm
14918,0,牛革　真鍮
14918,4,ティベリオフェレッティ布袋
14918,43,2.4×0.3cm
14918,44,5
14918,45,縦×横：3.3×3.8cm
14918,46,2.5cm
14918,48,9352
14918,6,イタリア
14919,0,牛革　真鍮
14919,4,ティベリオフェレッティ布袋
14919,43,2.4×0.3cm
14919,44,5
14919,45,縦×横：4.8×4.0cm
14919,46,2.5cm
14919,48,9364
14919,6,イタリア
14920,0,牛革　真鍮
14920,4,ティベリオフェレッティ布袋
14920,43,2.8×0.3cm
14920,44,5
14920,45,縦×横：7.5×3.7cm
14920,46,2.5cm
14920,48,9350
14920,6,イタリア
14921,0,牛革　真鍮
14921,4,ティベリオフェレッティ布袋
14921,43,2.8×0.3cm
14921,44,5
14921,45,縦×横：5.6×4.0cm
14921,46,2.5cm
14921,48,9356
14921,6,イタリア
14923,0,シルク100%
14923,48,U14E-A42
14923,5,水洗い不可 ドライクリーニング
14923,6,イタリア
14923,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14924,0,シルク100%
14924,48,U14E-B34
14924,5,水洗い不可 ドライクリーニング
14924,6,イタリア
14924,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14925,0,シルク100%
14925,48,U14E-A905
14925,5,水洗い不可 ドライクリーニング
14925,6,イタリア
14925,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14926,0,シルク60% コットン40%
14926,48,U14E-B11
14926,5,水洗い不可 ドライクリーニング
14926,6,イタリア
14926,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14927,0,シルク100%
14927,48,U14E-A932
14927,5,水洗い不可 ドライクリーニング
14927,6,イタリア
14927,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14928,0,シルク100%
14928,48,U14E-A950
14928,5,水洗い不可 ドライクリーニング
14928,6,イタリア
14928,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14929,0,シルク60% コットン40%
14929,48,U14E-B05
14929,5,水洗い不可 ドライクリーニング
14929,6,イタリア
14929,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14930,0,シルク100%
14930,48,U14E-B931
14930,5,水洗い不可 ドライクリーニング
14930,6,イタリア
14930,9,大剣：約8cm<br>小剣：約4cm<br>長さ：約146cm
14932,0,コットン100%
14932,48,U14E-1091-33/9
14932,5,水洗い不可 ドライクリーニング
14932,6,イタリア
14932,9,縦×横：32×32cm
14933,0,リネン100%
14933,48,U14E-1004-33/1
14933,5,手洗い ドライクリーニング
14933,6,イタリア
14933,9,縦×横：33×33cm
14934,0,シルク100%
14934,48,U14E-1005-33/1
14934,5,水洗い不可 ドライクリーニング
14934,6,イタリア
14934,9,縦×横：32×32cm
14938,0,本体:コードバン(馬革)<br />ストラップ:牛革
14938,12,IDカード入れ1<br />カードポケット1
14938,48,KTW235
14938,6,日本
14938,9,縦×横：12×7cm<br />ストラップの長さ：43cm
14939,0,牛革
14939,33,ボタン式ポケット1
14939,34,ファスナー式ポケット1 ボタン式ポケット1 ポケット2 ペン挿し2 キーリング1
14939,4,ホイッスル1 ネームタグ1 ペッレモルビダ布袋
14939,48,MB021
14939,6,日本
14939,9,幅×高さ×マチ：40×33.5×14cm
14941,0,リネン100%
14941,48,141H-5029Q
14941,5,手洗い ドライクリーニング
14941,6,日本
14942,0,コットン100%
14942,48,141H-5015R
14942,5,手洗い ドライクリーニング
14942,6,日本
14943,0,コットン100%
14943,48,141H-50280
14943,5,洗濯機弱洗い ドライクリーニング不可
14943,6,日本
14944,0,コットン100%
14944,1,ワイドスプレッド
14944,2,シングルカフ
14944,48,2437
14944,5,手洗い ドライクリーニング
14944,6,アルバニア
14945,0,リネン100%
14945,1,ワイドスプレッド
14945,2,シングルカフ
14945,48,45
14945,5,水洗い不可 ドライクリーニング
14945,6,アルバニア
14946,0,リネン100%
14946,1,ワイドスプレッド
14946,2,シングルカフ
14946,48,711
14946,5,水洗い不可 ドライクリーニング
14946,6,アルバニア
14947,0,コットン97% ポリウレタン3%
14947,48,U8P001-T0001
14947,5,手洗い ドライクリーング
14947,6,イタリア
14948,0,表：牛革　ライニング：豚革
14948,48,10065-7266-1
14948,6,スペイン
14948,9,縦×横×マチ:25×34×2.5cm
14949,0,コットン100%
14949,1,ワイドスプレッド
14949,2,シングルカフ
14949,48,JH91-02Q543
14949,5,手洗い ドライクリーニング不可
14949,6,イタリア
14950,0,コットン100%
14950,1,ワイドスプレッド
14950,2,シングルカフ
14950,48,JH91-02Q541
14950,5,手洗い ドライクリーニング不可
14950,6,イタリア
14952,0,表地:ポリエステル85%、コットン15%<br>裏地:ナイロン100%<br>中綿:ダウン80% フェザー20%
14952,12,外側:ポケット6
14952,5,ドライクリーニング
14952,6,カナダ
14953,0,ハンドル：マラッカ<br />かさ生地の組成：ポリエステル100%
14953,25,メタル
14953,26,1年間
14953,4,製品保証書<br>ギフト用リボン付カバー
14953,48,FX-TL3-MA
14953,6,英国
14953,9,全長 収納時 44cm／使用時 73cm<br />パラソル直径 103cm
14954,0,ハンドル：メイプル<br />かさ生地の組成：ポリエステル100%
14954,25,メタル
14954,26,1年間
14954,4,製品保証書<br>ギフト用リボン付カバー
14954,48,FX-TL1-MC
14954,6,英国
14954,9,全長 収納時 44cm／使用時 73cm<br />パラソル直径 103cm
14957,0,アッパー：スウェード<br>ソール：レザー
14957,15,セメント製法
14957,4,シューズケース<br />靴べら(予告なく仕様が変わる場合がございます)
14957,48,CORNO-NAVY
14957,6,ベトナム
14959,0,アッパー：コットン<br>ソール：レザー
14959,15,セメント製法
14959,4,シューズケース<br />靴べら(予告なく仕様が変わる場合がございます)
14959,48,TROMPE-NAVY
14959,6,ベトナム
14961,0,アッパー：コットン<br>ソール：レザー
14961,15,セメント製法
14961,4,シューズケース<br />靴べら(予告なく仕様が変わる場合がございます)
14961,48,BITMOCASIN-NAVY
14961,6,ベトナム
14962,0,コットン100%
14962,5,洗濯機弱洗い
14962,6,中国
14963,0,コットン100%
14963,5,洗濯機弱洗い ドライクリーニング不可
14963,6,中国
14966,0,ターコイズ<br />トグル：真鍮
14966,4,サンバティ布袋
14966,48,THB-3001SS-02
14966,6,タイ
14966,9,メーカー表記：02<br />内寸：～18.5cm
14967,0,ターコイズ<br />トグル：真鍮
14967,4,サンバティ布袋
14967,48,THB-3001BB-02
14967,6,タイ
14967,9,メーカー表記：02<br />内寸：～18.5cm
14968,0,ターコイズ<br />トグル：真鍮
14968,4,サンバティ布袋
14968,48,THB-3087-02
14968,6,タイ
14968,9,メーカー表記：02<br />長さ：23～26cm
14971,0,ターコイズ ハウライト<br />トグル：真鍮
14971,4,サンバティ布袋
14971,48,THB-3140-03
14971,6,タイ
14971,9,メーカー表記：03<br />長さ：28～30cm
14972,0,ターコイズ オニキス<br />鉄 真鍮
14972,4,サンバティ布袋
14972,48,THB-6012-F
14972,6,タイ
14972,9,メーカー表記：FREE<br />手首周り：15～20cm
14973,0,ラピラズリ<br />トグル：真鍮
14973,4,サンバティ布袋
14973,48,THB-3091SS-02
14973,6,タイ
14973,9,メーカー表記：02<br />長さ：23～26cm
14975,0,ローライト<br />トグル：真鍮
14975,4,サンバティ布袋
14975,48,THB-3095SS-02
14975,6,タイ
14975,9,メーカー表記：02<br />長さ：23～26cm
14979,0,ターコイズ ハウライト<br />トグル：シルバー
14979,4,サンバティ布袋
14979,48,THB-3141SS-03
14979,6,タイ
14979,9,メーカー表記：03<br />長さ：28～30cm
14980,0,リネン100%
14980,1,ホリゾンタルカラー
14980,2,シングルカフ
14980,4,フィナモレ布袋
14980,48,10608
14980,5,手洗い ドライクリーニング
14980,6,イタリア
14981,0,リネン100%
14981,1,ホリゾンタルカラー
14981,2,シングルカフ
14981,4,フィナモレ布袋
14981,48,40881
14981,5,手洗い ドライクリーニング
14981,6,イタリア
14983,0,コットン100%
14983,1,ワイドスプレッドカラー
14983,2,シングルカフ
14983,48,149079
14983,5,手洗い ドライクリーニング
14983,6,イタリア
14984,0,コットン100%
14984,48,CU3174
14984,5,手洗い ドライクリーニング
14984,6,イタリア
14985,0,コットン100%
14985,48,CU3174
14985,5,手洗い ドライクリーニング
14985,6,イタリア
14986,0,コットン100%
14986,1,ホリゾンタルカラー
14986,2,シングルカフ
14986,4,フィナモレ布袋
14986,48,80103
14986,5,手洗い ドライクリーニング
14986,6,イタリア
14988,0,表地：リネン100%<br />袖裏地：ポリエステル100%
14988,33,ポケット3
14988,34,ボタン式ポケット1 ポケット1
14988,4,ラルディーニ木製ハンガー
14988,48,JE319AQ/R42203
14988,5,水洗い不可 ドライクリーニング
14988,6,イタリア
14989,0,ウール100%
14989,48,Z0229/DV
14989,5,手洗い ドライクリーニング
14989,6,イタリア
14990,0,カシミア100%
14990,5,ドライクリーニング
14990,6,スコットランド
14990,9,全長:204cm(フリンジを含む)<br />幅:72cm
14991,0,カシミア100%
14991,5,ドライクリーニング
14991,6,スコットランド
14991,9,全長:204cm(フリンジを含む)<br />幅:72cm
14992,0,カシミア100%
14992,48,WA000056VU
14992,5,ドライクリーニング
14992,6,スコットランド
14992,9,本体の長さ(フリンジを除く)：190cm<br />フリンジの長さ：9cm<br />幅：70cm
14995,0,スウェット コーデュラナイロン
14995,11,約0.7kg
14995,33,ポケット2
14995,34,ポケット2
14995,48,CH60-0810
14995,6,中国
14995,9,幅×高さ×マチ：43×39×13cm
14997,0,スウェット コーデュラナイロン
14997,11,約0.4kg
14997,33,ポケット6
14997,34,ポケット2
14997,48,CH60-0683
14997,6,中国
14997,9,幅×高さ×マチ：24×19×12cm
14998,0,スウェット コーデュラナイロン
14998,11,約0.3kg
14998,33,マジックテープ式ポケット1
14998,48,CH60-0735
14998,6,中国
14998,9,幅×高さ×マチ：27×17×7cm
14999,0,スウェット コーデュラナイロン
14999,11,約0.3kg
14999,33,ポケット3
14999,48,CH60-0840
14999,6,中国
14999,9,幅×高さ×マチ：21×21×6.5cm
15000,0,スウェット コーデュラナイロン
15000,11,約0.6kg
15000,33,ポケット1
15000,34,ファスナー式ポケット1
15000,48,CH60-0724
15000,6,中国
15000,9,幅×高さ×マチ：37×36×22cm
15002,0,スウェット コーデュラナイロン
15002,11,約0.3kg
15002,33,ポケット1
15002,48,CH60-0789
15002,6,中国
15002,9,幅×高さ×マチ：24×33×2cm
15003,0,スウェット コーデュラナイロン
15003,11,約1.2kg
15003,33,デイパック：ファスナー式ポケット2 ポケット2
15003,48,CH60-0804
15003,6,中国
15003,9,幅×高さ×マチ：30×46×21cm
15004,0,スウェット コーデュラナイロン
15004,11,約0.6kg
15004,33,マジックテープ式ポケット2
15004,34,ポケット3
15004,48,CH60-0805
15004,6,中国
15004,9,幅×高さ×マチ：28×18×15cm
15005,0,スウェット コーデュラナイロン
15005,11,約0.6kg
15005,33,ファスナー式ポケット2 ポケット4 メッシュポケット1
15005,34,ファスナー式メッシュポケット1
15005,48,CH60-0698
15005,6,中国
15005,9,幅×高さ×マチ：18.5×17×9cm
15006,0,スウェット コーデュラナイロン
15006,11,約0.3kg
15006,34,ポケット1
15006,48,CH60-0806
15006,6,中国
15006,9,幅×高さ×マチ：19×15×8cm
15007,0,スウェット コーデュラナイロン
15007,48,CH60-0700
15007,6,中国
15007,9,幅×長さ：5×132cm
15008,0,エジプシャンコットン85% ナイロン15%
15008,22,踵から口ゴムまでの高さ約29cm
15008,48,B53100
15008,5,手洗い
15008,6,英国
15008,9,フリーサイズ<br />メーカー表示 UK6～8.5 Euro39～42 Medium
15009,0,前身頃：リネン50% コットン50%<br />後身頃：コットン100%<br />裏地：コットン100%
15009,33,ポケット2
15009,34,ポケット1
15009,4,ラルディーニ木製ハンガー
15009,48,JE77003/RJ42260/800
15009,5,水洗い不可 ドライクリーニング
15009,6,イタリア
15011,4,ラルディーニ布袋
15011,48,JECHAIN1/PS42090/900
15011,6,イタリア
15011,9,全長：約56cm
15012,4,ラルディーニ布袋
15012,48,JECHAIN2/PS42091
15012,6,イタリア
15012,9,全長：約55cm
15013,4,ラルディーニ布袋
15013,48,JECHAIN3/PS42092
15013,6,イタリア
15013,9,全長：約55cm
15017,0,コットン97% ポリウレタン3%
15017,48,1AW190T/90087
15017,5,手洗い ドライクリーニング
15017,6,ルーマニア
15018,0,リネン53% コットン47%
15018,48,1AW138/61189/001
15018,5,手洗い ドライクリーニング
15018,6,ルーマニア
15019,0,リネン53% コットン47%
15019,48,1AGW30/61189
15019,5,手洗い ドライクリーニング
15019,6,ルーマニア
15020,0,コットン100％
15020,48,811189/Z0361/CARDIGAN F
15020,5,手洗い ドライクリーニング
15020,6,イタリア
15024,0,カシミア100%
15024,48,WA000295
15024,5,ドライクリーニング
15024,6,スコットランド
15024,9,本体の長さ(フリンジを除く)：180cm<br />フリンジの長さ：8cm<br />幅：30cm
15025,0,カシミア100%
15025,5,ドライクリーニング
15025,6,スコットランド
15025,9,全長:188cm(フリンジを含む)<br />幅:25cm
15026,0,カシミア100%
15026,5,ドライクリーニング
15026,6,スコットランド
15026,9,全長:188cm(フリンジを含む)<br />幅:25cm
15027,0,カシミア100%
15027,48,HAD03204 52
15027,5,ドライクリーニング
15027,6,スコットランド
15027,9,レディース・フリー<br />全長:22cm<br />幅:10cm
15028,0,カシミア100%
15028,48,HAD01001 52
15028,5,ドライクリーニング
15028,6,スコットランド
15028,9,全長：24cm<br />幅：9cm
15029,48,A10110
15029,5,手洗い
